Normal error <1280> please ignore
Initialzing fluid field...Completed
Installing shaders...Completed
Vertex Attribute Shader Address: 0
Density Attribute Shader Address: 1
X Velocity Attribute Shader Address: 2
Y Velocity Attribute Shader Address: 3
VBO Address: 1
DBO Address: 2
VELBO Address: 3
VELBO Address: 4
IBO Address: 5
Density added at index: 24





0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




0, 0, 0, 0, 0 




95.2381, 1.13379, 0, 0, 1.13379 




95.2921, 1.13523, 1.13379, 1.13379, 1.13523 




95.2922, 1.13524, 1.13523, 1.13523, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




95.2922, 1.13524, 1.13524, 1.13524, 1.13524 




